ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
21.8059799422426,24.523458209402,22.8796815490567,22.8599416155483,24.316749152596,23.1131596105758,22.7883324556864,24.395939209709
21.5799893558748,24.0557651097325,22.5240926961112,22.7037185512134,24.4095153585533,23.0152089598139,22.4527732370236,24.0432524814894
21.6001235900901,24.1343197894088,22.7145424426064,22.7688643676545,24.7908164361503,23.2255223146699,22.5574918401515,24.2503426410959
21.9436159771427,24.3510398751649,23.1132545893219,22.5558013021913,24.6993646533943,23.4455020781698,22.9539317193432,24.7269609347193
22.547145507294,24.8540326741501,23.5093148497963,23.435513078763,24.9436984555853,23.5382205181066,23.3995322930629,25.2149068492451
23.4415967519408,25.8784861869,24.1238301206287,24.2435277554537,25.3770322580279,24.041078774275,24.0884726650337,25.824524224558
24.5775052216171,26.5090689930219,24.5663622746715,25.3178745869935,24.9532319241506,24.3672853017861,24.9826928394315,26.5755361074141
25.3401976674084,26.8977303958995,25.0948114196541,25.8646114602888,24.942559268577,24.8128872977363,25.3645612837601,27.2233217988086
25.332531176235,27.0865943450981,25.1718942035505,25.8842885616179,25.2224603247789,25.1292865944471,25.4988634235241,27.4081238518149
24.8631955648644,26.746707525077,24.8035193268452,25.3411301595184,25.1317603500343,25.1198268607186,25.2783123868136,27.1534272063635
23.9612491606529,26.1536377689587,24.27547068555,24.6997582864037,24.9251572694515,24.4971556171203,24.6405750317054,26.3495125457383
22.7493153205926,25.5310203963387,23.3549335373816,23.6550200924841,24.4879387178304,23.8598983051034,23.6921831183013,25.4723292502804
21.7812693376799,24.8577101274696,22.6949756796772,22.926767709847,24.3018067786299,23.3491599051064,22.7579183606193,24.6813478810972
21.462581606413,24.4089498852536,22.4601004984292,22.6730317054731,24.5142673330804,23.3332556135652,22.3332891634059,24.4441570669569
21.5071908299514,24.5376910155436,22.7390131270851,22.5480514921254,24.5569564400275,23.4904289484727,22.5852853011892,24.6863050178507
22.142055425479,24.6113016070661,23.0708203059695,22.7139916166566,24.80145281407,23.7185906430847,22.8280214028817,25.0112059975788
22.7115197721839,24.9455988797154,23.6359583689953,23.4059986490977,25.1164165223303,24.1715615187188,23.3482581591721,25.6902985480182
23.5717611983774,25.6777326728893,24.2245998638608,24.2846734064818,25.0746727552882,24.586018249583,23.9070058612096,26.2216531795886
24.6244468408472,26.3415915206787,24.762043682494,25.4737948613731,25.0316382807457,25.2028692155461,24.6667409204539,27.0009054089269
25.3185593820338,26.9210348325529,25.1818993857755,26.1419208397099,25.2341886298057,25.6688105555997,25.3395829914977,27.4960450046856
25.3769529726244,26.9958967209528,25.5251869499172,26.238282726698,25.5735528644609,25.7934972037256,25.7793930238713,27.6867882113673
24.9008058715132,26.6959858047118,25.0323719131358,25.6178259625758,25.5103384731737,25.6220184568107,25.783767357653,27.3465304514379
23.8404149129774,26.1553603562487,24.3945830186662,24.7979429334511,25.2290061609877,24.9838615565642,25.0073017256222,26.666461566404
22.781845560324,25.2584887286034,23.5374299647517,23.6303224571005,24.7927785351233,24.070530183899,24.0767192300988,25.805845272383
